id,Site,Date,Atelier,Chaine,Activite,Objectif,Min_Produit,Min_Pres,Rend,Ecart,Qte,Min_Moyen,Absence,Ajouter,Semaine
10765,FINO INTER,4/2/2021,Teinture,Teinture,Lavage,0.6,793,2520,0.31,-0.29,606,1.30858,0.13,Mohamed,13
10766,SOTUINTEX,4/3/2021,A,A1,Confection,0.5,4589,12301,0.37,-0.13,133,34.5038,0.08,SOTUNITEX,13
10767,SOTUINTEX,4/3/2021,A,A2,Confection,0.5,4589,11561,0.4,-0.1,133,34.5038,0.08,SOTUNITEX,13
10768,SOTUINTEX,4/3/2021,A,A3,Confection,0.5,4623,12761,0.36,-0.14,134,34.5,0,SOTUNITEX,13
10769,SOTUINTEX,4/3/2021,B,B1,Confection,0.5,3968,9800,0.4,-0.1,115,34.5043,0.06,SOTUNITEX,13
10770,SOTUINTEX,4/3/2021,B,B2,Confection,0.5,3968,10852,0.37,-0.13,115,34.5043,0.01,SOTUNITEX,13
10771,SOTUINTEX,4/3/2021,C,C1,Confection,0.5,4850,17448,0.28,-0.22,100,48.5,0.03,SOTUNITEX,13
10772,SOTUINTEX,4/3/2021,C,C2,Confection,0.5,6750,16307,0.41,-0.09,150,45,0.07,SOTUNITEX,13
10773,SOTUINTEX,4/3/2021,C,C3,Confection,0.5,5891,16498,0.36,-0.14,153,38.5033,0.05,SOTUNITEX,13
10774,FINO INTER,4/3/2021,FINITION,FINITION,Lavage,0.7,4650,6720,0.69,-0.01,465,10,0.03,Mohamed,13
10775,FINO INTER,4/3/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,5334,5520,0.97,0.27,2264,2.35601,0.08,Mohamed,13
10776,FINO INTER,4/3/2021,Lavage,Lavage,Lavage,0.6,512,2040,0.25,-0.35,486,1.0535,0.1,Mohamed,13
10777,FINO INTER,4/3/2021,Teinture,Teinture,Lavage,0.6,1046,2250,0.46,-0.14,833,1.2557,0.13,Mohamed,13
10778,ATS,3/29/2021,ATS,ATS,Confection,0.55,27435.9,45120,0.61,0.06,1956,14.0265,0.1,Marwa,13
10779,ATS,3/30/2021,ATS,ATS,Confection,0.55,26463.9,44130,0.6,0.05,1968,13.4471,0.12,Marwa,13
10780,ATS,3/31/2021,ATS,ATS,Confection,0.55,27638.1,46005,0.6,0.05,2032,13.6014,0.08,Marwa,13
10781,POLEX,4/1/2021,P1,PG1,Confection,0.7,7493.4,10710,0.7,0,613,12.2241,0.04,NADIA,13
10782,POLEX,4/1/2021,P1,PG2,Confection,0.7,6838.8,12240,0.56,-0.14,550,12.4342,0.04,NADIA,13
10783,POLEX,4/1/2021,P1,PG3,Confection,0.7,3414,7080,0.48,-0.22,320,10.6687,0.04,NADIA,13
10784,POLEX,4/1/2021,P1,PG4,Confection,0.7,7548,12105,0.62,-0.08,704,10.7216,0.04,NADIA,13
10785,POLEX,4/1/2021,P1,PG5,Confection,0.7,6411,11850,0.54,-0.16,451,14.2151,0.04,NADIA,13
10786,POLEX,4/1/2021,P1,PG6,Confection,0.7,4744.8,13515,0.35,-0.35,368,12.8935,0.04,NADIA,13
10787,POLEX,4/1/2021,P2,TG1,Confection,0.7,7898.4,11220,0.7,0,447,17.6698,0.17,NADIA,13
10788,POLEX,4/1/2021,P2,TG2,Confection,0.7,7131.6,10192.8,0.7,0,196,36.3857,0.17,NADIA,13
10789,POLEX,4/1/2021,P2,TG3,Confection,0.7,2288.4,11178,0.2,-0.5,53,43.1774,0.17,NADIA,13
10790,POLEX,4/1/2021,P2,TG4,Confection,0.7,6750,9208.2,0.73,0.03,382,17.6702,0.17,NADIA,13
10791,POLEX,4/1/2021,P2,TG5,Confection,0.45,888.6,5610,0.16,-0.29,72,12.3417,0.17,NADIA,13
10792,POLEX,4/2/2021,P1,PG1,Confection,0.7,4545,9690,0.47,-0.23,373,12.185,0.06,NADIA,13
10793,POLEX,4/2/2021,P1,PG2,Confection,0.7,6069.6,11175,0.54,-0.16,507,11.9716,0.06,NADIA,13
10794,POLEX,4/2/2021,P1,PG3,Confection,0.7,1,8610,0,-0.7,1,1,0.06,NADIA,13
10795,POLEX,4/2/2021,P1,PG4,Confection,0.7,7291.2,12105,0.6,-0.1,680,10.7224,0.06,NADIA,13
10796,POLEX,4/2/2021,P1,PG5,Confection,0.7,7048.2,11340,0.62,-0.08,597,11.806,0.06,NADIA,13
10797,POLEX,4/2/2021,P1,PG6,Confection,0.7,7254,12180,0.6,-0.1,597,12.1508,0.06,NADIA,13
10798,POLEX,4/2/2021,P2,TG1,Confection,0.7,8106.6,11220,0.72,0.02,461,17.5848,0.16,NADIA,13
10799,POLEX,4/2/2021,P2,TG2,Confection,0.7,7122.6,10200,0.7,0,202,35.2604,0.16,NADIA,13
10800,POLEX,4/2/2021,P2,TG3,Confection,0.7,4058.4,11445,0.35,-0.35,94,43.1745,0.16,NADIA,13
10801,POLEX,4/2/2021,P2,TG4,Confection,0.7,3304.2,8835,0.37,-0.33,187,17.6695,0.16,NADIA,13
10802,POLEX,4/2/2021,P2,TG5,Confection,0.45,1354.2,5865,0.23,-0.22,116,11.6741,0.16,NADIA,13
10803,TMT,4/5/2021,M1,S2,Confection,0.62,31252.3,52093.8,0.6,-0.02,2469,12.6579,0.13,Manizia,14
10804,TMT,4/5/2021,M2,Section 11,Confection,0.62,23197.7,35159.4,0.66,0.04,1668,13.9075,0.16,Manizia,14
10805,TMT,4/5/2021,M2,Section 12,Confection,0.62,20408.7,34513.2,0.59,-0.03,1595,12.7954,0.2,Manizia,14
10806,TUNITEX,4/5/2021,A2,Section 1,Confection,0.59,16324,33690,0.48,-0.11,1610,10.1391,0.18,Marwa,14
10807,TUNITEX,4/5/2021,A2,Section 2,Confection,0.59,17467,33270,0.53,-0.06,1257,13.8958,0.2,Marwa,14
10808,TUNITEX,4/5/2021,A3,Section 1,Confection,0.59,19413,33075,0.59,0,1687,11.5074,0.24,Marwa,14
10809,TUNITEX,4/5/2021,A3,Section 2,Confection,0.59,17866,32745,0.55,-0.04,1824,9.79496,0.16,Marwa,14
10810,MCM,4/5/2021,MCM,MCM,Confection,0.53,16172,31200,0.52,-0.01,1557,10.3866,0.17,Marwa,14
10811,TFG,4/5/2021,TFG,TFG,Confection,0.49,22268,44250,0.5,0.01,1498,14.8652,0.09,Marwa,14
10812,ATS,4/5/2021,ATS,ATS,Confection,0.58,26739,43455,0.62,0.04,2106,12.6966,0.12,Marwa,14
10813,POLEX,4/5/2021,P1,PG1,Confection,0.7,3676.8,10455,0.35,-0.35,282,13.0383,0.03,NADIA,14
10814,POLEX,4/5/2021,P1,PG2,Confection,0.7,8079.6,11475,0.7,0,692,11.6757,0.03,NADIA,14
10815,POLEX,4/5/2021,P1,PG3,Confection,0.7,1,9735,0,-0.7,1,1,0.03,NADIA,14
10816,POLEX,4/5/2021,P1,PG4,Confection,0.7,7291.2,12240,0.6,-0.1,680,10.7224,0.03,NADIA,14
10817,POLEX,4/5/2021,P1,PG5,Confection,0.7,6967.8,11730,0.59,-0.11,585,11.9108,0.03,NADIA,14
10818,POLEX,4/5/2021,P1,PG6,Confection,0.7,7420.2,12435,0.6,-0.1,617,12.0263,0.03,NADIA,14
10819,POLEX,4/5/2021,P2,TG1,Confection,0.7,8181,11595,0.71,0.01,463,17.6695,0.16,NADIA,14
10820,POLEX,4/5/2021,P2,TG2,Confection,0.7,6330.6,9000,0.7,0,174,36.3828,0.16,NADIA,14
10821,POLEX,4/5/2021,P2,TG3,Confection,0.7,6476.4,10855.2,0.6,-0.1,150,43.176,0.16,NADIA,14
10822,POLEX,4/5/2021,P2,TG4,Confection,0.7,6468.6,9120,0.71,0.01,554,11.6762,0.16,NADIA,14
10823,POLEX,4/5/2021,P2,TG5,Confection,0.45,1891.8,6375,0.3,-0.15,162,11.6778,0.16,NADIA,14
10824,FINO INTER,4/5/2021,FINITION,FINITION,Lavage,0.7,8496,13440,0.63,-0.07,831,10.2238,0.03,Mohamed,14
10825,FINO INTER,4/5/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,8644,10560,0.82,0.12,3659,2.36239,0.12,Mohamed,14
10826,FINO INTER,4/5/2021,Lavage,Lavage,Lavage,0.6,1451,3360,0.43,-0.17,1075,1.34977,0.2,Mohamed,14
10827,FINO INTER,4/5/2021,Teinture,Teinture,Lavage,0.6,978,2520,0.39,-0.21,859,1.13853,0.25,Mohamed,14
10828,SOTUINTEX,4/5/2021,A,A1,Confection,0.8,15123,21195,0.71,-0.09,333,45.4144,0.05,SOTUNITEX,14
10829,SOTUINTEX,4/5/2021,A,A2,Confection,0.8,15123,20815,0.73,-0.07,333,45.4144,0,SOTUNITEX,14
10830,SOTUINTEX,4/5/2021,A,A3,Confection,0.8,15166,20724,0.73,-0.07,334,45.4072,0.03,SOTUNITEX,14
10831,SOTUINTEX,4/5/2021,B,B1,Confection,0.75,6417,19048,0.34,-0.41,186,34.5,0.03,SOTUNITEX,14
10832,SOTUINTEX,4/5/2021,B,B2,Confection,0.75,6417,17564,0.37,-0.38,186,34.5,0.01,SOTUNITEX,14
10833,SOTUINTEX,4/5/2021,C,C1,Confection,0.5,12125,27060,0.45,-0.05,250,48.5,0.05,SOTUNITEX,14
10834,SOTUINTEX,4/5/2021,C,C2,Confection,0.5,6750,25907,0.26,-0.24,150,45,0.05,SOTUNITEX,14
10835,SOTUINTEX,4/5/2021,C,C3,Confection,0.65,14476,27413,0.53,-0.12,376,38.5,0.01,SOTUNITEX,14
10836,TMT,4/6/2021,M1,S2,Confection,0.62,31534.4,51531,0.61,-0.01,2329,13.5399,0.16,Manizia,14
10837,TMT,4/6/2021,M2,Section 11,Confection,0.62,22961.3,35255.4,0.65,0.03,1622,14.1562,0.15,Manizia,14
10838,TMT,4/6/2021,M2,Section 12,Confection,0.62,25035.8,38403,0.65,0.03,2003,12.4992,0.11,Manizia,14
10839,TUNITEX,4/6/2021,A2,Section 1,Confection,0.59,19491,35370,0.55,-0.04,1679,11.6087,0.14,Marwa,14
10840,TUNITEX,4/6/2021,A2,Section 2,Confection,0.59,17267,34870,0.5,-0.09,1168,14.7834,0.17,Marwa,14
10841,TUNITEX,4/6/2021,A3,Section 1,Confection,0.59,19706,33060,0.6,0.01,1687,11.6811,0.27,Marwa,14
10842,TUNITEX,4/6/2021,A3,Section 2,Confection,0.59,16190,31215,0.52,-0.07,1558,10.3915,0.19,Marwa,14
10843,MCM,4/6/2021,MCM,MCM,Confection,0.53,16623,33840,0.49,-0.04,1747,9.51517,0.1,Marwa,14
10844,TFG,4/6/2021,TFG,TFG,Confection,0.49,22281,44235,0.5,0.01,1528,14.5818,0.09,Marwa,14
10845,ATS,4/6/2021,ATS,ATS,Confection,0.58,27536,44325,0.62,0.04,2186,12.5965,0.1,Marwa,14
10846,FINO INTER,4/6/2021,FINITION,FINITION,Lavage,0.7,8574,12960,0.66,-0.04,960,8.93125,0.07,Mohamed,14
10847,FINO INTER,4/6/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,8503,11520,0.74,0.04,3670,2.31689,0.04,Mohamed,14
10848,FINO INTER,4/6/2021,Lavage,Lavage,Lavage,0.6,1853,3360,0.55,-0.05,1536,1.20638,0.1,Mohamed,14
10849,FINO INTER,4/6/2021,Teinture,Teinture,Lavage,0.6,1882,2520,0.75,0.15,1020,1.8451,0,Mohamed,14
10850,POLEX,4/6/2021,P1,PG1,Confection,0.7,5865,9480,0.62,-0.08,389,15.0771,0.06,NADIA,14
10851,POLEX,4/6/2021,P1,PG2,Confection,0.7,7623,11100,0.69,-0.01,648,11.7639,0.06,NADIA,14
10852,POLEX,4/6/2021,P1,PG3,Confection,0.7,1,10200,0,-0.7,1,1,0.06,NADIA,14
10853,POLEX,4/6/2021,P1,PG4,Confection,0.7,6378,12270,0.52,-0.18,579,11.0155,0.06,NADIA,14
10854,POLEX,4/6/2021,P1,PG5,Confection,0.7,6586.8,11220,0.59,-0.11,539,12.2204,0.06,NADIA,14
10855,POLEX,4/6/2021,P1,PG6,Confection,0.7,6079.8,11160,0.54,-0.16,502,12.1112,0.06,NADIA,14
10856,POLEX,4/6/2021,P2,TG1,Confection,0.7,7986.6,11220,0.71,0.01,452,17.6695,0.15,NADIA,14
10857,POLEX,4/6/2021,P2,TG2,Confection,0.7,2883.6,9690,0.3,-0.4,113,25.5186,0.15,NADIA,14
10858,POLEX,4/6/2021,P2,TG3,Confection,0.7,6346.8,11319,0.56,-0.14,147,43.1755,0.15,NADIA,14
10859,POLEX,4/6/2021,P2,TG4,Confection,0.7,6387,8865,0.72,0.02,547,11.6764,0.15,NADIA,14
10860,POLEX,4/6/2021,P2,TG5,Confection,0.45,2498.4,7105.2,0.35,-0.1,214,11.6748,0.15,NADIA,14
10861,SOTUINTEX,4/6/2021,A,A1,Confection,0.8,16527,21145,0.78,-0.02,366,45.1557,0.05,SOTUNITEX,14
10862,SOTUINTEX,4/6/2021,A,A2,Confection,0.8,16762,21701,0.77,-0.03,366,45.7978,0,SOTUNITEX,14
10863,SOTUINTEX,4/6/2021,A,A3,Confection,0.8,16376,21293,0.77,-0.03,368,44.5,0.01,SOTUNITEX,14
10864,SOTUINTEX,4/6/2021,B,B1,Confection,0.75,9315,17064,0.55,-0.2,270,34.5,0,SOTUNITEX,14
10865,SOTUINTEX,4/6/2021,B,B2,Confection,0.75,9315,17573,0.53,-0.22,270,34.5,0.03,SOTUNITEX,14
10866,SOTUINTEX,4/6/2021,C,C1,Confection,0.58,16000,27694,0.58,0,400,40,0.04,SOTUNITEX,14
10867,SOTUINTEX,4/6/2021,C,C2,Confection,0.5,10736,25426,0.42,-0.08,324,33.1358,0.09,SOTUNITEX,14
10868,SOTUINTEX,4/6/2021,C,C3,Confection,0.65,9086,27633,0.33,-0.32,236,38.5,0.03,SOTUNITEX,14
10869,TMT,4/7/2021,M1,S2,Confection,0.62,32151.9,52691.4,0.61,-0.01,2540,12.6582,0.15,Manizia,14
10870,TMT,4/7/2021,M2,Section 11,Confection,0.62,21633.8,35859.6,0.6,-0.02,1485,14.5682,0.14,Manizia,14
10871,TMT,4/7/2021,M2,Section 12,Confection,0.62,23230.1,36196.2,0.64,0.02,1803,12.8841,0.16,Manizia,14
10872,TUNITEX,4/7/2021,A2,Section 1,Confection,0.59,20651,36345,0.57,-0.02,1679,12.2996,0.11,Marwa,14
10873,TUNITEX,4/7/2021,A2,Section 2,Confection,0.59,21051,35250,0.6,0.01,1639,12.8438,0.16,Marwa,14
10874,TUNITEX,4/7/2021,A3,Section 1,Confection,0.59,19513,33210,0.59,0,1718,11.358,0.27,Marwa,14
10875,TUNITEX,4/7/2021,A3,Section 2,Confection,0.59,16970,32700,0.52,-0.07,1359,12.4871,0.14,Marwa,14
10876,MCM,4/7/2021,MCM,MCM,Confection,0.53,14017,29775,0.47,-0.06,1333,10.5154,0.21,Marwa,14
10877,TFG,4/7/2021,TFG,TFG,Confection,0.49,20682,41910,0.49,0,1414,14.6266,0.13,Marwa,14
10878,ATS,4/7/2021,ATS,ATS,Confection,0.58,26348,42480,0.62,0.04,2089,12.6127,0.13,Marwa,14
10879,FINO INTER,4/7/2021,FINITION,FINITION,Lavage,0.7,8138,12960,0.63,-0.07,938,8.67591,0.07,Mohamed,14
10880,FINO INTER,4/7/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,8450,11040,0.77,0.07,3491,2.42051,0.08,Mohamed,14
10881,FINO INTER,4/7/2021,Lavage,Lavage,Lavage,0.6,2500,3360,0.74,0.14,1895,1.31926,0,Mohamed,14
10882,FINO INTER,4/7/2021,Teinture,Teinture,Lavage,0.6,1499,2520,0.59,-0.01,804,1.86443,0.13,Mohamed,14
10883,TMT,4/8/2021,M1,S2,Confection,0.62,32288.2,52975.8,0.61,-0.01,2348,13.7514,0.14,Manizia,14
10884,TMT,4/8/2021,M2,Section 11,Confection,0.62,19340.6,34728.6,0.56,-0.06,1311,14.7526,0.17,Manizia,14
10885,TMT,4/8/2021,M2,Section 12,Confection,0.62,23311,38135.4,0.61,-0.01,1857,12.553,0.1,Manizia,14
10886,TUNITEX,4/8/2021,A2,Section 1,Confection,0.59,20534,33735,0.61,0.02,1657,12.3923,0.16,Marwa,14
10887,TUNITEX,4/8/2021,A2,Section 2,Confection,0.59,16445,34830,0.47,-0.12,1344,12.2359,0.15,Marwa,14
10888,TUNITEX,4/8/2021,A3,Section 1,Confection,0.59,16755,28740,0.58,-0.01,1497,11.1924,0.36,Marwa,14
10889,TUNITEX,4/8/2021,A3,Section 2,Confection,0.59,17414,31440,0.55,-0.04,1290,13.4992,0.14,Marwa,14
10890,MCM,4/8/2021,MCM,MCM,Confection,0.53,12278,28710,0.43,-0.1,1197,10.2573,0.23,Marwa,14
10891,TFG,4/8/2021,TFG,TFG,Confection,0.49,22168,44205,0.5,0.01,1535,14.4417,0.1,Marwa,14
10892,ATS,4/8/2021,ATS,ATS,Confection,0.58,22955,40245,0.57,-0.01,1804,12.7245,0.18,Marwa,14
10893,POLEX,4/7/2021,P1,PG1,Confection,0.7,7255.2,10200,0.71,0.01,422,17.1924,0.09,NADIA,14
10894,POLEX,4/7/2021,P1,PG2,Confection,0.7,7736.4,12240,0.63,-0.07,633,12.2218,0.09,NADIA,14
10895,POLEX,4/7/2021,P1,PG3,Confection,0.7,1,7080,0,-0.7,1,1,0.09,NADIA,14
10896,POLEX,4/7/2021,P1,PG4,Confection,0.7,7291.2,12750,0.57,-0.13,680,10.7224,0.09,NADIA,14
10897,POLEX,4/7/2021,P1,PG5,Confection,0.7,7179.6,11220,0.64,-0.06,573,12.5298,0.09,NADIA,14
10898,POLEX,4/7/2021,P1,PG6,Confection,0.7,6900.6,11910,0.58,-0.12,591,11.6761,0.09,NADIA,14
10899,POLEX,4/7/2021,P2,TG1,Confection,0.7,5803.2,8334,0.7,0,340,17.0682,0.1,NADIA,14
10900,POLEX,4/7/2021,P2,TG2,Confection,0.7,4789.2,12390,0.39,-0.31,203,23.5921,0.1,NADIA,14
10901,POLEX,4/7/2021,P2,TG3,Confection,0.7,7339.8,12330,0.6,-0.1,170,43.1753,0.1,NADIA,14
10902,POLEX,4/7/2021,P2,TG4,Confection,0.7,6445.2,9180,0.7,0,552,11.6761,0.1,NADIA,14
10903,POLEX,4/7/2021,P2,TG5,Confection,0.45,2253.6,7395,0.3,-0.15,193,11.6767,0.1,NADIA,14
10904,SOTUINTEX,4/8/2021,A,A1,Confection,0.82,16287,19869,0.82,0,366,44.5,0.08,SOTUNITEX,14
10905,SOTUINTEX,4/8/2021,A,A2,Confection,0.8,16332,20627,0.79,-0.01,367,44.5014,0.02,SOTUNITEX,14
10906,SOTUINTEX,4/8/2021,A,A3,Confection,0.8,16332,20943,0.78,-0.02,367,44.5014,0.01,SOTUNITEX,14
10907,SOTUINTEX,4/8/2021,B,B1,Confection,0.75,12075,16936,0.71,-0.04,350,34.5,0.03,SOTUNITEX,14
10908,SOTUINTEX,4/8/2021,B,B2,Confection,0.75,12110,17446,0.69,-0.06,351,34.5014,0.01,SOTUNITEX,14
10909,SOTUINTEX,4/8/2021,C,C1,Confection,0.6,15750,26222,0.6,0,500,31.5,0.07,SOTUNITEX,14
10910,SOTUINTEX,4/8/2021,C,C2,Confection,0.51,12600,24769,0.51,0,400,31.5,0.09,SOTUNITEX,14
10911,SOTUINTEX,4/8/2021,C,C3,Confection,0.65,14525,27642,0.53,-0.12,350,41.5,0.03,SOTUNITEX,14
10912,FINO INTER,4/8/2021,FINITION,FINITION,Lavage,0.7,7580,11520,0.66,-0.04,758,10,0.17,Mohamed,14
10913,FINO INTER,4/8/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,8209,10560,0.78,0.08,3717,2.2085,0.12,Mohamed,14
10914,FINO INTER,4/8/2021,Lavage,Lavage,Lavage,0.6,2500,3360,0.74,0.14,1634,1.52999,0.09,Mohamed,14
10915,FINO INTER,4/8/2021,Teinture,Teinture,Lavage,0.6,1586,2520,0.63,0.03,1066,1.4878,0.13,Mohamed,14
10916,POLEX,4/8/2021,P1,PG1,Confection,0.7,6221.4,10200,0.61,-0.09,351,17.7248,0.06,NADIA,14
10917,POLEX,4/8/2021,P1,PG2,Confection,0.7,7761,12240,0.63,-0.07,635,12.222,0.06,NADIA,14
10918,POLEX,4/8/2021,P1,PG3,Confection,0.7,1,7080,0,-0.7,1,1,0.06,NADIA,14
10919,POLEX,4/8/2021,P1,PG4,Confection,0.7,7730.4,12750,0.61,-0.09,721,10.7218,0.06,NADIA,14
10920,POLEX,4/8/2021,P1,PG5,Confection,0.7,7379.4,11220,0.66,-0.04,553,13.3443,0.06,NADIA,14
10921,POLEX,4/8/2021,P1,PG6,Confection,0.7,6866.4,11910,0.58,-0.12,585,11.7374,0.06,NADIA,14
10922,POLEX,4/8/2021,P2,TG1,Confection,0.7,8023.8,11220,0.72,0.02,473,16.9636,0.15,NADIA,14
10923,POLEX,4/8/2021,P2,TG2,Confection,0.7,6814.8,9787.2,0.7,0,289,23.5806,0.15,NADIA,14
10924,POLEX,4/8/2021,P2,TG3,Confection,0.7,7339.8,12240,0.6,-0.1,170,43.1753,0.15,NADIA,14
10925,POLEX,4/8/2021,P2,TG4,Confection,0.7,5476.2,9130.2,0.6,-0.1,469,11.6763,0.15,NADIA,14
10926,POLEX,4/8/2021,P2,TG5,Confection,0.45,1914.6,5610,0.34,-0.11,164,11.6744,0.15,NADIA,14
10927,TMT,4/9/2021,M1,S2,Confection,0.62,32536.3,53261.4,0.61,-0.01,2279,14.2766,0.11,Manizia,14
10928,TMT,4/9/2021,M2,Section 11,Confection,0.62,17267,35185.2,0.49,-0.13,1297,13.313,0.15,Manizia,14
10929,TMT,4/9/2021,M2,Section 12,Confection,0.62,22206.1,37777.8,0.59,-0.03,1767,12.5671,0.11,Manizia,14
10930,TUNITEX,4/9/2021,A2,Section 1,Confection,0.59,19789,33980,0.58,-0.01,1609,12.2989,0.12,Marwa,14
10931,TUNITEX,4/9/2021,A2,Section 2,Confection,0.59,19853,34620,0.57,-0.02,1395,14.2315,0.13,Marwa,14
10932,TUNITEX,4/9/2021,A3,Section 1,Confection,0.59,15799,25560,0.62,0.03,1422,11.1104,0.39,Marwa,14
10933,TUNITEX,4/9/2021,A3,Section 2,Confection,0.59,16368,30240,0.54,-0.05,1314,12.4566,0.17,Marwa,14
10934,MCM,4/9/2021,MCM,MCM,Confection,0.53,14920,29370,0.51,-0.02,1418,10.5219,0.26,Marwa,14
10935,TFG,4/9/2021,TFG,TFG,Confection,0.49,21561,43395,0.5,0.01,1454,14.8287,0.1,Marwa,14
10936,ATS,4/9/2021,ATS,ATS,Confection,0.58,24057,41025,0.59,0.01,1897,12.6816,0.17,Marwa,14
10937,FINO INTER,4/9/2021,FINITION,FINITION,Lavage,0.7,8832,12480,0.71,0.01,847,10.4274,0.1,Mohamed,14
10938,FINO INTER,4/9/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,9352,10560,0.89,0.19,4138,2.26003,0.12,Mohamed,14
10939,FINO INTER,4/9/2021,Lavage,Lavage,Lavage,0.6,3784,5760,0.66,0.06,3845,0.984135,0.1,Mohamed,14
10940,FINO INTER,4/9/2021,Teinture,Teinture,Lavage,0.6,1596,4320,0.37,-0.23,939,1.69968,0.13,Mohamed,14
10941,SOTUINTEX,4/9/2021,A,A1,Confection,0.8,9612,17406,0.55,-0.25,216,44.5,0.06,SOTUNITEX,14
10942,SOTUINTEX,4/9/2021,A,A2,Confection,0.8,9657,17046,0.57,-0.23,217,44.5023,0.02,SOTUNITEX,14
10943,SOTUINTEX,4/9/2021,A,A3,Confection,0.8,9657,16814,0.57,-0.23,217,44.5023,0.04,SOTUNITEX,14
10944,SOTUINTEX,4/9/2021,B,B1,Confection,0.75,10419,14051,0.74,-0.01,302,34.5,0.05,SOTUNITEX,14
10945,SOTUINTEX,4/9/2021,B,B2,Confection,0.75,10454,15307,0.68,-0.07,303,34.5017,0.03,SOTUNITEX,14
10946,SOTUINTEX,4/9/2021,C,C1,Confection,0.69,15750,22743,0.69,0,500,31.5,0.05,SOTUNITEX,14
10947,SOTUINTEX,4/9/2021,C,C2,Confection,0.57,12600,22289,0.57,0,400,31.5,0.06,SOTUNITEX,14
10948,SOTUINTEX,4/9/2021,C,C3,Confection,0.65,12450,23403,0.53,-0.12,300,41.5,0.02,SOTUNITEX,14
10949,TMT,4/10/2021,M1,S2,Confection,0.62,25143,45531,0.55,-0.07,1915,13.1295,0.13,Manizia,14
10950,TMT,4/10/2021,M2,Section 11,Confection,0.62,18448.7,31456.8,0.59,-0.03,1274,14.4809,0.13,Manizia,14
10951,TMT,4/10/2021,M2,Section 12,Confection,0.62,18476.5,31615.2,0.58,-0.04,1484,12.4505,0.13,Manizia,14
10955,MCM,4/10/2021,MCM,MCM,Confection,0.53,9260,21450,0.43,-0.1,883,10.487,0.17,Marwa,14
10956,TFG,4/10/2021,TFG,TFG,Confection,0.49,13240,26535,0.5,0.01,968,13.6777,0.15,Marwa,14
10957,ATS,4/10/2021,ATS,ATS,Confection,0.58,15595,26070,0.6,0.02,1158,13.4672,0.19,Marwa,14
10958,POLEX,4/9/2021,P1,PG1,Confection,0.7,6108,8760,0.7,0,366,16.6885,0.07,NADIA,14
10959,POLEX,4/9/2021,P1,PG2,Confection,0.7,7822.2,12315,0.64,-0.06,640,12.2222,0.07,NADIA,14
10960,POLEX,4/9/2021,P1,PG3,Confection,0.7,1,11415,0,-0.7,1,1,0.07,NADIA,14
10961,POLEX,4/9/2021,P1,PG4,Confection,0.7,6872.4,12495,0.55,-0.15,601,11.4349,0.07,NADIA,14
10962,POLEX,4/9/2021,P1,PG5,Confection,0.7,6925.2,11280,0.61,-0.09,558,12.4108,0.07,NADIA,14
10963,POLEX,4/9/2021,P1,PG6,Confection,0.7,6433.2,9630,0.67,-0.03,551,11.6755,0.07,NADIA,14
10964,POLEX,4/9/2021,P2,TG1,Confection,0.7,6870.6,10710,0.64,-0.06,390,17.6169,0.11,NADIA,14
10965,POLEX,4/9/2021,P2,TG2,Confection,0.7,4551,10710,0.42,-0.28,176,25.858,0.11,NADIA,14
10966,POLEX,4/9/2021,P2,TG3,Confection,0.7,7347,12585,0.58,-0.12,170,43.2176,0.11,NADIA,14
10967,POLEX,4/9/2021,P2,TG4,Confection,0.7,6410.4,9180,0.7,0,549,11.6765,0.11,NADIA,14
10968,POLEX,4/9/2021,P2,TG5,Confection,0.45,1506,7036.8,0.21,-0.24,129,11.6744,0.11,NADIA,14
10969,FINO INTER,4/10/2021,FINITION,FINITION,Lavage,0.7,4051,6000,0.68,-0.02,508,7.97441,0.14,Mohamed,14
10970,FINO INTER,4/10/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,4350,5040,0.86,0.16,1686,2.58007,0.16,Mohamed,14
10971,FINO INTER,4/10/2021,Lavage,Lavage,Lavage,0.6,1417,1560,0.91,0.31,1097,1.2917,0,Mohamed,14
10972,FINO INTER,4/10/2021,Teinture,Teinture,Lavage,0.6,579,1170,0.49,-0.11,264,2.19318,0.13,Mohamed,14
10973,SOTUINTEX,4/10/2021,A,A1,Confection,0.8,6230,11025,0.57,-0.23,140,44.5,0.11,SOTUNITEX,14
10974,SOTUINTEX,4/10/2021,A,A2,Confection,0.8,6230,12528,0.5,-0.3,140,44.5,0.02,SOTUNITEX,14
10975,SOTUINTEX,4/10/2021,A,A3,Confection,0.8,6230,11934,0.52,-0.28,140,44.5,0.05,SOTUNITEX,14
10976,SOTUINTEX,4/10/2021,B,B1,Confection,0.75,6969,10597,0.66,-0.09,202,34.5,0.05,SOTUNITEX,14
10977,SOTUINTEX,4/10/2021,B,B2,Confection,0.75,6969,10449,0.67,-0.08,202,34.5,0.01,SOTUNITEX,14
