id,Site,Date,Atelier,Chaine,Activite,Objectif,Min_Produit,Min_Pres,Rend,Ecart,Qte,Min_Moyen,Absence,Ajouter,Semaine
5177,SOTUINTEX,10/8/2020,C,C1,Confection,0.5,11592,29251,0.4,-0.1,161,72,0.06,SOTUNITEX,41
5178,SOTUINTEX,10/8/2020,C,C2,Confection,0.5,9867,23566,0.42,-0.08,299,33,0.09,SOTUNITEX,41
5179,SOTUINTEX,10/8/2020,C,C3,Confection,0.5,11371,23757,0.48,-0.02,274,41.5,0.11,SOTUNITEX,41
5180,FINO INTER,10/8/2020,FINITION,FINITION,Lavage,0.7,8130,11520,0.71,0.01,813,10,0.17,Mohamed,41
5181,FINO INTER,10/8/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,9220,12480,0.74,0.04,3637,2.53506,0.04,Mohamed,41
5182,FINO INTER,10/8/2020,Lavage,Lavage,Lavage,0.6,2366,3840,0.62,0.02,1096,2.15876,0,Mohamed,41
5183,FINO INTER,10/8/2020,Teinture,Teinture,Lavage,0.6,989,4320,0.23,-0.37,821,1.20463,0,Mohamed,41
5184,TMT,10/8/2020,M1,S1,Confection,0.52,23004,49990,0.46,-0.06,2133,11,0.17,Manizia,41
5185,TMT,10/8/2020,M2,Section 11,Confection,0.65,21485,35176,0.61,-0.04,747,29,0.06,Manizia,41
5186,TMT,10/8/2020,M2,Section 12,Confection,0.59,19213,31271,0.61,0.02,1393,14,0.14,Manizia,41
5187,TMT,10/8/2020,M1,S2,Confection,0.59,10324,15246,0.68,0.09,1511,7,0.28,Manizia,41
5188,TUNITEX,10/8/2020,A2,Section 1,Confection,0.59,21261,34360,0.62,0.03,2065,10.2959,0.16,Ahlem,41
5189,TUNITEX,10/8/2020,A2,Section 2,Confection,0.59,18582,33510,0.55,-0.04,1575,11.7981,0.23,Ahlem,41
5190,TUNITEX,10/8/2020,A3,Section 1,Confection,0.59,16896,34185,0.49,-0.1,1687,10.0154,0.25,Ahlem,41
5191,TUNITEX,10/8/2020,A3,Section 2,Confection,0.59,20287,34365,0.59,0,2164,9.37477,0.24,Ahlem,41
5192,MCM,10/8/2020,MCM,MCM,Confection,0.53,17577,38160,0.46,-0.07,1787,9.83604,0.07,Ahlem,41
5193,TFG,10/8/2020,TFG,TFG,Confection,0.47,14803,39750,0.37,-0.1,1433,10.3301,0.04,Ahlem,41
5194,ATS,10/8/2020,ATS,ATS,Confection,0.43,20834,44745,0.47,0.04,1540,13.5286,0.06,Ahlem,41
5195,POLEX,10/9/2020,P1,PG1,Confection,0.7,7461.6,10710,0.7,0,421,17.7235,0.06,NADIA,41
5196,POLEX,10/9/2020,P1,PG2,Confection,0.7,5781,13515,0.43,-0.27,473,12.222,0.06,NADIA,41
5197,POLEX,10/9/2020,P1,PG3,Confection,0.7,4756.2,7020,0.68,-0.02,502,9.4745,0.06,NADIA,41
5198,POLEX,10/9/2020,P1,PG4,Confection,0.7,6153,9945,0.62,-0.08,527,11.6755,0.06,NADIA,41
5199,POLEX,10/9/2020,P1,PG5,Confection,0.7,5834,11055,0.53,-0.17,325,17.9508,0.06,NADIA,41
5200,POLEX,10/9/2020,P1,PG6,Confection,0.7,5955,9630,0.62,-0.08,510,11.6765,0.06,NADIA,41
5201,POLEX,10/9/2020,P2,TG1,Confection,0.7,7271.4,11580,0.63,-0.07,319,22.7944,0.08,NADIA,41
5202,POLEX,10/9/2020,P2,TG2,Confection,0.7,5922.6,11220,0.53,-0.17,389,15.2252,0.08,NADIA,41
5203,POLEX,10/9/2020,P2,TG3,Confection,0.7,6823.8,9555,0.71,0.01,190,35.9147,0.08,NADIA,41
5204,POLEX,10/9/2020,P2,TG4,Confection,0.7,5178.6,11610,0.45,-0.25,108,47.95,0.08,NADIA,41
5205,SOTUINTEX,10/9/2020,A,A1,Confection,0.5,8892,20540,0.43,-0.07,300,29.64,0.07,SOTUNITEX,41
5206,SOTUINTEX,10/9/2020,A,A2,Confection,0.5,5615,17439,0.32,-0.18,200,28.075,0.09,SOTUNITEX,41
5207,SOTUINTEX,10/9/2020,A,A3,Confection,0.5,7939,19779,0.4,-0.1,121,65.6116,0.04,SOTUNITEX,41
5208,SOTUINTEX,10/9/2020,B,B1,Confection,0.5,5720,13445,0.43,-0.07,160,35.75,0.04,SOTUNITEX,41
5209,SOTUINTEX,10/9/2020,B,B2,Confection,0.53,5700,10715,0.53,0,150,38,0.07,SOTUNITEX,41
5210,SOTUINTEX,10/9/2020,B,B3,Confection,0.5,3081,9154,0.34,-0.16,241,12.7842,0.03,SOTUNITEX,41
5211,SOTUINTEX,10/9/2020,C,C1,Confection,0.5,7200,28110,0.26,-0.24,100,72,0.08,SOTUNITEX,41
5212,SOTUINTEX,10/9/2020,C,C2,Confection,0.5,0,26704,0,-0.5,0,0,0.04,SOTUNITEX,41
5213,SOTUINTEX,10/9/2020,C,C3,Confection,0.5,8300,23310,0.36,-0.14,200,41.5,0.12,SOTUNITEX,41
5214,FINO INTER,10/9/2020,FINITION,FINITION,Lavage,0.7,6970,11520,0.61,-0.1,715,9.74825,0.17,Mohamed,41
5215,FINO INTER,10/9/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,8699,12000,0.72,0.02,3973,2.18953,0,Mohamed,41
5216,FINO INTER,10/9/2020,Lavage,Lavage,Lavage,0.6,1679,3840,0.44,-0.16,1926,0.871755,0,Mohamed,41
5217,FINO INTER,10/9/2020,Teinture,Teinture,Lavage,0.6,691,4320,0.16,-0.44,1551,0.445519,0,Mohamed,41
5218,TMT,10/9/2020,M1,S1,Confection,0.52,23243,48985,0.47,-0.05,2289,10,0.17,Manizia,41
5219,TMT,10/9/2020,M2,Section 11,Confection,0.65,20579,33460,0.62,-0.03,771,27,0.05,Manizia,41
5220,TMT,10/9/2020,M2,Section 12,Confection,0.59,18029,30540,0.59,0,1385,13,0.19,Manizia,41
5221,TMT,10/9/2020,M1,S2,Confection,0.59,10558,15711,0.67,0.08,1432,7,0.3,Manizia,41
5222,TUNITEX,10/9/2020,A2,Section 1,Confection,0.59,19753,32630,0.61,0.02,1928,10.2453,0.2,Ahlem,41
5223,TUNITEX,10/9/2020,A2,Section 2,Confection,0.59,20321,32845,0.62,0.03,1775,11.4485,0.24,Ahlem,41
5224,TUNITEX,10/9/2020,A3,Section 1,Confection,0.59,17659,35295,0.5,-0.09,2008,8.79432,0.25,Ahlem,41
5225,TUNITEX,10/9/2020,A3,Section 2,Confection,0.59,19093,33075,0.58,-0.01,2290,8.33755,0.25,Ahlem,41
5226,MCM,10/9/2020,MCM,MCM,Confection,0.53,15992,38220,0.42,-0.11,1693,9.44595,0.06,Ahlem,41
5227,TFG,10/9/2020,TFG,TFG,Confection,0.47,16366,39375,0.42,-0.05,1439,11.3732,0.05,Ahlem,41
5228,ATS,10/9/2020,ATS,ATS,Confection,0.43,22076,43815,0.5,0.07,1630,13.5436,0.07,Ahlem,41
5229,FINO INTER,10/10/2020,FINITION,FINITION,Lavage,0.7,4630,5520,0.84,0.14,463,10,0.21,Mohamed,41
5230,FINO INTER,10/10/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,3789,5760,0.66,-0.04,2094,1.80946,0.04,Mohamed,41
5231,FINO INTER,10/10/2020,Lavage,Lavage,Lavage,0.6,840,2040,0.41,-0.19,950,0.884211,0.2,Mohamed,41
5232,FINO INTER,10/10/2020,Teinture,Teinture,Lavage,0.6,544,2520,0.22,-0.38,172,3.16279,0,Mohamed,41
5233,SOTUINTEX,10/10/2020,A,A1,Confection,0.74,9000,12180,0.74,0,250,36,0.13,SOTUNITEX,41
5234,SOTUINTEX,10/10/2020,A,A2,Confection,0.91,9073,10001,0.91,0,250,36.292,0.16,SOTUNITEX,41
5235,SOTUINTEX,10/10/2020,A,A3,Confection,0.5,3750,12109,0.31,-0.19,100,37.5,0.07,SOTUNITEX,41
5236,SOTUINTEX,10/10/2020,B,B1,Confection,0.5,4080,8577,0.48,-0.02,120,34,0.06,SOTUNITEX,41
5237,SOTUINTEX,10/10/2020,B,B2,Confection,0.5,3268,6550,0.5,0,86,38,0.13,SOTUNITEX,41
5238,SOTUINTEX,10/10/2020,B,B3,Confection,0.5,1827,5888,0.31,-0.19,203,9,0.03,SOTUNITEX,41
5239,SOTUINTEX,10/10/2020,C,C1,Confection,0.5,6408,17327,0.37,-0.13,89,72,0.1,SOTUNITEX,41
5240,SOTUINTEX,10/10/2020,C,C2,Confection,0.5,8400,16783,0.5,0,200,42,0.06,SOTUNITEX,41
5241,SOTUINTEX,10/10/2020,C,C3,Confection,0.5,0,14159,0,-0.5,0,0,0.16,SOTUNITEX,41
5242,TMT,10/10/2020,M1,S1,Confection,0.52,16905,42380,0.4,-0.12,1782,9,0.17,Manizia,41
5243,TMT,10/10/2020,M2,Section 11,Confection,0.65,17879,28673,0.62,-0.03,605,30,0.11,Manizia,41
5244,TMT,10/10/2020,M2,Section 12,Confection,0.59,12010,25072,0.48,-0.11,1207,10,0.21,Manizia,41
5245,TMT,10/10/2020,M1,S2,Confection,0.59,8351,13356,0.63,0.04,950,9,0.33,Manizia,41
5246,TUNITEX,10/10/2020,A2,Section 1,Confection,0.59,12421,20730,0.6,0.01,1119,11.1001,0.16,Ahlem,41
5247,TUNITEX,10/10/2020,A2,Section 2,Confection,0.59,12001,19020,0.63,0.04,1103,10.8803,0.25,Ahlem,41
5248,TUNITEX,10/10/2020,A3,Section 1,Confection,0.59,11370,20415,0.56,-0.03,1221,9.31204,0.26,Ahlem,41
5249,TUNITEX,10/10/2020,A3,Section 2,Confection,0.59,11259,19725,0.57,-0.02,1375,8.18836,0.24,Ahlem,41
5250,MCM,10/10/2020,MCM,MCM,Confection,0.53,12119,23820,0.51,-0.02,1063,11.4008,0.11,Ahlem,41
5251,TFG,10/10/2020,TFG,TFG,Confection,0.47,10823,25380,0.43,-0.04,1238,8.74233,0.05,Ahlem,41
5252,ATS,10/10/2020,ATS,ATS,Confection,0.43,13337,27600,0.48,0.05,982,13.5815,0.09,Ahlem,41
5253,POLEX,10/12/2020,P1,PG1,Confection,0.7,8259.6,11880,0.7,0,466,17.7245,0.07,NADIA,42
5254,POLEX,10/12/2020,P1,PG2,Confection,0.7,8933.4,13500,0.66,-0.04,605,14.766,0.07,NADIA,42
5255,POLEX,10/12/2020,P1,PG3,Confection,0.7,5097,7440,0.69,-0.01,538,9.47398,0.07,NADIA,42
5256,POLEX,10/12/2020,P1,PG4,Confection,0.7,7099.2,10200,0.7,0,608,11.6763,0.07,NADIA,42
5257,POLEX,10/12/2020,P1,PG5,Confection,0.7,8221.8,11820,0.7,0,458,17.9515,0.07,NADIA,42
5258,POLEX,10/12/2020,P1,PG6,Confection,0.7,6304.8,10740,0.59,-0.11,540,11.6756,0.07,NADIA,42
5259,POLEX,10/12/2020,P2,TG1,Confection,0.7,7380.4,11460,0.64,-0.06,323,22.8495,0.07,NADIA,42
5260,POLEX,10/12/2020,P2,TG2,Confection,0.7,8785.2,12525,0.7,0,581,15.1208,0.07,NADIA,42
5261,POLEX,10/12/2020,P2,TG3,Confection,0.7,5737.2,10800,0.53,-0.17,130,44.1323,0.07,NADIA,42
5262,POLEX,10/12/2020,P2,TG4,Confection,0.7,5466.6,12120,0.45,-0.25,114,47.9526,0.07,NADIA,42
5263,FINO INTER,10/12/2020,FINITION,FINITION,Lavage,0.7,8296,12000,0.69,-0.01,1033,8.03098,0.11,Mohamed,42
5264,FINO INTER,10/12/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,7576,9120,0.83,0.13,3241,2.33755,0.24,Mohamed,42
5265,FINO INTER,10/12/2020,Lavage,Lavage,Lavage,0.6,1650,3360,0.49,-0.11,1186,1.39123,0,Mohamed,42
5266,FINO INTER,10/12/2020,Teinture,Teinture,Lavage,0.6,1110,4320,0.26,-0.34,2719,0.408238,0,Mohamed,42
5267,SOTUINTEX,10/12/2020,A,A1,Confection,0.61,11188,18364,0.61,0,334,33.497,0.13,SOTUNITEX,42
5268,SOTUINTEX,10/12/2020,A,A2,Confection,0.73,10754,14807,0.73,0,286,37.6014,0.14,SOTUNITEX,42
5269,SOTUINTEX,10/12/2020,A,A3,Confection,0.5,6313,19381,0.33,-0.17,163,38.7301,0.05,SOTUNITEX,42
5270,SOTUINTEX,10/12/2020,B,B1,Confection,0.5,6240,13180,0.47,-0.03,130,48,0.06,SOTUNITEX,42
5271,SOTUINTEX,10/12/2020,B,B2,Confection,0.52,5016,9612,0.52,0,132,38,0.16,SOTUNITEX,42
5272,SOTUINTEX,10/12/2020,B,B3,Confection,0.5,2730,9248,0.3,-0.2,195,14,0,SOTUNITEX,42
5273,SOTUINTEX,10/12/2020,C,C1,Confection,0.5,10080,30517,0.33,-0.17,140,72,0.03,SOTUNITEX,42
5274,SOTUINTEX,10/12/2020,C,C2,Confection,0.63,16086,25460,0.63,0,383,42,0.06,SOTUNITEX,42
5275,SOTUINTEX,10/12/2020,C,C3,Confection,0.5,9338,24602,0.38,-0.12,188,49.6702,0.08,SOTUNITEX,42
5276,TMT,10/12/2020,M1,S1,Confection,0.52,17959,46075,0.39,-0.13,1831,10,0.21,Manizia,42
5277,TMT,10/12/2020,M2,Section 11,Confection,0.65,19930,31724,0.63,-0.02,712,28,0.14,Manizia,42
5278,TMT,10/12/2020,M2,Section 12,Confection,0.59,17701,27999,0.63,0.04,1354,13,0.21,Manizia,42
5279,TMT,10/12/2020,M1,S2,Confection,0.59,9704,15069,0.64,0.05,1442,7,0.35,Manizia,42
5280,TUNITEX,10/12/2020,A2,Section 1,Confection,0.59,21439,33780,0.63,0.04,2001,10.7141,0.19,Ahlem,42
5281,TUNITEX,10/12/2020,A2,Section 2,Confection,0.59,20795,34800,0.6,0.01,2019,10.2997,0.18,Ahlem,42
5282,TUNITEX,10/12/2020,A3,Section 1,Confection,0.59,19392,35625,0.54,-0.05,1938,10.0062,0.24,Ahlem,42
5283,TUNITEX,10/12/2020,A3,Section 2,Confection,0.59,19348,33405,0.58,-0.01,2408,8.03488,0.24,Ahlem,42
5284,MCM,10/12/2020,MCM,MCM,Confection,0.53,17613,35970,0.49,-0.04,1520,11.5875,0.13,Ahlem,42
5285,TFG,10/12/2020,TFG,TFG,Confection,0.47,16637,39675,0.42,-0.05,1736,9.58353,0.04,Ahlem,42
5286,ATS,10/12/2020,ATS,ATS,Confection,0.44,19234,38850,0.5,0.06,1412,13.6218,0.17,Ahlem,42
5287,POLEX,10/13/2020,P1,PG1,Confection,0.7,7834.2,11250,0.7,0,442,17.7244,0.09,NADIA,42
5288,POLEX,10/13/2020,P1,PG2,Confection,0.7,7951.2,13200,0.6,-0.1,535,14.8621,0.09,NADIA,42
5289,POLEX,10/13/2020,P1,PG3,Confection,0.7,5068.8,7290,0.7,0,535,9.47439,0.09,NADIA,42
5290,POLEX,10/13/2020,P1,PG4,Confection,0.7,6725.4,9660,0.7,0,576,11.676,0.09,NADIA,42
5291,POLEX,10/13/2020,P1,PG5,Confection,0.7,7629.6,11610,0.66,-0.04,425,17.952,0.09,NADIA,42
5292,POLEX,10/13/2020,P1,PG6,Confection,0.7,5838,10350,0.56,-0.14,500,11.676,0.09,NADIA,42
5293,POLEX,10/13/2020,P2,TG1,Confection,0.7,8057.4,11835,0.68,-0.02,354,22.761,0.06,NADIA,42
5294,POLEX,10/13/2020,P2,TG2,Confection,0.7,8272.2,11745,0.7,0,560,14.7718,0.06,NADIA,42
5295,POLEX,10/13/2020,P2,TG3,Confection,0.7,5957.4,10260,0.58,-0.12,135,44.1289,0.06,NADIA,42
5296,POLEX,10/13/2020,P2,TG4,Confection,0.7,6234,12165,0.51,-0.19,130,47.9538,0.06,NADIA,42
5297,SOTUINTEX,10/13/2020,A,A1,Confection,0.5,6552,18760,0.35,-0.15,156,42,0.13,SOTUNITEX,42
5298,SOTUINTEX,10/13/2020,A,A2,Confection,0.5,8364,18269,0.46,-0.04,246,34,0.05,SOTUNITEX,42
5299,SOTUINTEX,10/13/2020,A,A3,Confection,0.51,10725,20833,0.51,0,319,33.6207,0.02,SOTUNITEX,42
5300,SOTUINTEX,10/13/2020,B,B1,Confection,0.5,5900,12721,0.46,-0.04,100,59,0.06,SOTUNITEX,42
5301,SOTUINTEX,10/13/2020,B,B2,Confection,0.52,5548,10634,0.52,0,146,38,0,SOTUNITEX,42
5302,SOTUINTEX,10/13/2020,B,B3,Confection,0.5,2646,9678,0.27,-0.23,189,14,0.13,SOTUNITEX,42
5303,SOTUINTEX,10/13/2020,C,C1,Confection,0.5,4320,29810,0.14,-0.36,60,72,0.04,SOTUNITEX,42
5304,SOTUINTEX,10/13/2020,C,C2,Confection,0.53,14112,26387,0.53,0,336,42,0.05,SOTUNITEX,42
5305,SOTUINTEX,10/13/2020,C,C3,Confection,0.5,9728,24785,0.39,-0.11,228,42.6667,0.08,SOTUNITEX,42
5306,FINO INTER,10/13/2020,FINITION,FINITION,Lavage,0.7,5709,12480,0.46,-0.24,705,8.09787,0.1,Mohamed,42
5307,FINO INTER,10/13/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,7963,10560,0.75,0.05,3231,2.46456,0.12,Mohamed,42
5308,FINO INTER,10/13/2020,Lavage,Lavage,Lavage,0.6,2408,3360,0.72,0.12,2073,1.1616,0,Mohamed,42
5309,FINO INTER,10/13/2020,Teinture,Teinture,Lavage,0.6,128,4320,0.03,-0.57,463,0.276458,0,Mohamed,42
5310,TMT,10/13/2020,M1,S1,Confection,0.52,19055,46175,0.41,-0.11,1748,11,0.21,Manizia,42
5311,TMT,10/13/2020,M2,Section 11,Confection,0.65,19963,32289,0.62,-0.03,762,26,0.09,Manizia,42
5312,TMT,10/13/2020,M2,Section 12,Confection,0.59,16865,31124,0.54,-0.05,1350,12,0.19,Manizia,42
5313,TMT,10/13/2020,M1,S2,Confection,0.59,10474,14604,0.72,0.13,1346,8,0.28,Manizia,42
5314,TUNITEX,10/13/2020,A2,Section 1,Confection,0.59,21389,33555,0.64,0.05,1982,10.7916,0.19,Ahlem,42
5315,TUNITEX,10/13/2020,A2,Section 2,Confection,0.59,19594,33435,0.59,0,1883,10.4057,0.21,Ahlem,42
5316,TUNITEX,10/13/2020,A3,Section 1,Confection,0.59,18647,33795,0.55,-0.04,1710,10.9047,0.29,Ahlem,42
5317,TUNITEX,10/13/2020,A3,Section 2,Confection,0.59,18999,34395,0.55,-0.04,2468,7.69814,0.22,Ahlem,42
5318,MCM,10/13/2020,MCM,MCM,Confection,0.53,18477,37920,0.49,-0.04,1633,11.3148,0.09,Ahlem,42
5319,TFG,10/13/2020,TFG,TFG,Confection,0.47,16531,39750,0.42,-0.05,1741,9.49512,0.04,Ahlem,42
5320,ATS,10/13/2020,ATS,ATS,Confection,0.44,21023,43665,0.48,0.04,1550,13.5632,0.08,Ahlem,42
5321,POLEX,10/14/2020,P1,PG1,Confection,0.7,7905,11340,0.7,0,446,17.7242,0.09,NADIA,42
5322,POLEX,10/14/2020,P1,PG2,Confection,0.7,7344,12855,0.57,-0.13,500,14.688,0.09,NADIA,42
5323,POLEX,10/14/2020,P1,PG3,Confection,0.7,4594.8,7440,0.62,-0.08,485,9.47381,0.09,NADIA,42
5324,POLEX,10/14/2020,P1,PG4,Confection,0.7,7204.2,10320,0.7,0,617,11.6762,0.09,NADIA,42
5325,POLEX,10/14/2020,P1,PG5,Confection,0.7,8868,12675,0.7,0,494,17.9514,0.09,NADIA,42
5326,POLEX,10/14/2020,P1,PG6,Confection,0.7,6304.8,9660,0.65,-0.05,540,11.6756,0.09,NADIA,42
5327,POLEX,10/14/2020,P2,TG1,Confection,0.7,8181,12570,0.65,-0.05,359,22.7883,0.05,NADIA,42
5328,POLEX,10/14/2020,P2,TG2,Confection,0.7,8529,12270,0.7,0,575,14.833,0.05,NADIA,42
5329,POLEX,10/14/2020,P2,TG3,Confection,0.7,5428.2,10800,0.5,-0.2,123,44.1317,0.05,NADIA,42
5330,POLEX,10/14/2020,P2,TG4,Confection,0.7,6329.4,11760,0.54,-0.16,132,47.95,0.05,NADIA,42
5331,SOTUINTEX,10/14/2020,A,A1,Confection,0.6,11778,19573,0.6,0,270,43.6222,0.11,SOTUNITEX,42
5332,SOTUINTEX,10/14/2020,A,A2,Confection,0.54,9317,17148,0.54,0,308,30.25,0.07,SOTUNITEX,42
5333,SOTUINTEX,10/14/2020,A,A3,Confection,0.52,10464,20099,0.52,0,290,36.0828,0.02,SOTUNITEX,42
5334,SOTUINTEX,10/14/2020,B,B1,Confection,0.5,6300,13185,0.48,-0.02,180,35,0.06,SOTUNITEX,42
5335,SOTUINTEX,10/14/2020,B,B2,Confection,0.5,4750,10604,0.45,-0.05,125,38,0.1,SOTUNITEX,42
5336,SOTUINTEX,10/14/2020,B,B3,Confection,0.5,3300,9690,0.34,-0.16,100,33,0,SOTUNITEX,42
5337,SOTUINTEX,10/14/2020,C,C1,Confection,0.5,9500,28471,0.33,-0.17,100,95,0.07,SOTUNITEX,42
5338,SOTUINTEX,10/14/2020,C,C2,Confection,0.5,8400,25922,0.32,-0.18,200,42,0.06,SOTUNITEX,42
5339,SOTUINTEX,10/14/2020,C,C3,Confection,0.5,10050,24952,0.4,-0.1,300,33.5,0.07,SOTUNITEX,42
5340,FINO INTER,10/14/2020,FINITION,FINITION,Lavage,0.7,7150,12480,0.57,-0.13,490,14.5918,0.1,Mohamed,42
5341,FINO INTER,10/14/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,9738,11040,0.88,0.18,3595,2.70876,0.04,Mohamed,42
5342,FINO INTER,10/14/2020,Lavage,Lavage,Lavage,0.6,2953,3360,0.88,0.28,2221,1.32958,0,Mohamed,42
5343,FINO INTER,10/14/2020,Teinture,Teinture,Lavage,0.6,2035,4320,0.47,-0.13,2091,0.973219,0,Mohamed,42
5344,TMT,10/14/2020,M1,S1,Confection,0.52,18097,45040,0.4,-0.12,1752,10,0.23,Manizia,42
5345,TMT,10/14/2020,M2,Section 11,Confection,0.65,20526,34275,0.6,-0.05,615,33,0.09,Manizia,42
5346,TMT,10/14/2020,M2,Section 12,Confection,0.59,16623,31519,0.53,-0.06,1332,12,0.17,Manizia,42
5347,TMT,10/14/2020,M1,S2,Confection,0.59,8686,15529,0.56,-0.03,1361,6,0.27,Manizia,42
5348,TUNITEX,10/14/2020,A2,Section 1,Confection,0.59,22238,35115,0.63,0.04,2104,10.5694,0.14,Ahlem,42
5349,TUNITEX,10/14/2020,A2,Section 2,Confection,0.59,20318,34810,0.58,-0.01,1981,10.2564,0.18,Ahlem,42
5350,TUNITEX,10/14/2020,A3,Section 1,Confection,0.59,20104,34845,0.58,-0.01,1842,10.9142,0.25,Ahlem,42
5351,TUNITEX,10/14/2020,A3,Section 2,Confection,0.59,17512,35550,0.49,-0.1,2289,7.6505,0.2,Ahlem,42
